LE19-41.2C	2021 Western Lake Erie Microcystis Strain Sequencing	metagenome	ND-100	F_reads	ND-100_R1_deduped_trimmed_screened.fq	fwd	8d2fdabad8957f27797d0c69936ba421	import/metagenomes/ND-100_R1_deduped_trimmed_screened.fq	data/metagenomes/8d2fdabad8957f27797d0c69936ba421	data/metagenomes/8d2fdabad8957f27797d0c69936ba421/raw_reads	data/metagenomes/8d2fdabad8957f27797d0c69936ba421/raw_reads/raw_fwd_reads.fastq	FALSE	TRUE	Wed Jan 19 14:18:13 2022
LE19-41.2C	2021 Western Lake Erie Microcystis Strain Sequencing	metagenome	ND-100	R_reads	ND-100_R2_deduped_trimmed_screened.fq	rev	8d2fdabad8957f27797d0c69936ba421	import/metagenomes/ND-100_R2_deduped_trimmed_screened.fq	data/metagenomes/8d2fdabad8957f27797d0c69936ba421	data/metagenomes/8d2fdabad8957f27797d0c69936ba421/raw_reads	data/metagenomes/8d2fdabad8957f27797d0c69936ba421/raw_reads/raw_rev_reads.fastq	FALSE	TRUE	Wed Jan 19 14:18:13 2022
LE19-10.1C	2022 Western Lake Erie Microcystis Strain Sequencing	metagenome	ND-101	F_reads	ND-101_R1_deduped_trimmed_screened.fq	fwd	d29944595c988712ef94b96c15533368	import/metagenomes/ND-101_R1_deduped_trimmed_screened.fq	data/metagenomes/d29944595c988712ef94b96c15533368	data/metagenomes/d29944595c988712ef94b96c15533368/raw_reads	data/metagenomes/d29944595c988712ef94b96c15533368/raw_reads/raw_fwd_reads.fastq	FALSE	TRUE	Wed Jan 19 14:18:13 2022
LE19-10.1C	2022 Western Lake Erie Microcystis Strain Sequencing	metagenome	ND-101	R_reads	ND-101_R2_deduped_trimmed_screened.fq	rev	d29944595c988712ef94b96c15533368	import/metagenomes/ND-101_R2_deduped_trimmed_screened.fq	data/metagenomes/d29944595c988712ef94b96c15533368	data/metagenomes/d29944595c988712ef94b96c15533368/raw_reads	data/metagenomes/d29944595c988712ef94b96c15533368/raw_reads/raw_rev_reads.fastq	FALSE	TRUE	Wed Jan 19 14:18:13 2022
LE19-12.2C	2023 Western Lake Erie Microcystis Strain Sequencing	metagenome	ND-102	F_reads	ND-102_R1_deduped_trimmed_screened.fq	fwd	1357f26ef812c7fc60fc046d819c8f1b	import/metagenomes/ND-102_R1_deduped_trimmed_screened.fq	data/metagenomes/1357f26ef812c7fc60fc046d819c8f1b	data/metagenomes/1357f26ef812c7fc60fc046d819c8f1b/raw_reads	data/metagenomes/1357f26ef812c7fc60fc046d819c8f1b/raw_reads/raw_fwd_reads.fastq	FALSE	TRUE	Wed Jan 19 14:18:13 2022
LE19-12.2C	2023 Western Lake Erie Microcystis Strain Sequencing	metagenome	ND-102	R_reads	ND-102_R2_deduped_trimmed_screened.fq	rev	1357f26ef812c7fc60fc046d819c8f1b	import/metagenomes/ND-102_R2_deduped_trimmed_screened.fq	data/metagenomes/1357f26ef812c7fc60fc046d819c8f1b	data/metagenomes/1357f26ef812c7fc60fc046d819c8f1b/raw_reads	data/metagenomes/1357f26ef812c7fc60fc046d819c8f1b/raw_reads/raw_rev_reads.fastq	FALSE	TRUE	Wed Jan 19 14:18:13 2022
LE17-20.1A	2024 Western Lake Erie Microcystis Strain Sequencing	metagenome	ND-103	F_reads	ND-103_R1_deduped_trimmed_screened.fq	fwd	6511cdf29d7eee09fb5222f123492678	import/metagenomes/ND-103_R1_deduped_trimmed_screened.fq	data/metagenomes/6511cdf29d7eee09fb5222f123492678	data/metagenomes/6511cdf29d7eee09fb5222f123492678/raw_reads	data/metagenomes/6511cdf29d7eee09fb5222f123492678/raw_reads/raw_fwd_reads.fastq	FALSE	TRUE	Wed Jan 19 14:18:13 2022
LE17-20.1A	2024 Western Lake Erie Microcystis Strain Sequencing	metagenome	ND-103	R_reads	ND-103_R2_deduped_trimmed_screened.fq	rev	6511cdf29d7eee09fb5222f123492678	import/metagenomes/ND-103_R2_deduped_trimmed_screened.fq	data/metagenomes/6511cdf29d7eee09fb5222f123492678	data/metagenomes/6511cdf29d7eee09fb5222f123492678/raw_reads	data/metagenomes/6511cdf29d7eee09fb5222f123492678/raw_reads/raw_rev_reads.fastq	FALSE	TRUE	Wed Jan 19 14:18:13 2022
LE3.1	2025 Western Lake Erie Microcystis Strain Sequencing	metagenome	ND-104	F_reads	ND-104_R1_deduped_trimmed_screened.fq	fwd	f778b90abfab149d429d81aa1285e7f3	import/metagenomes/ND-104_R1_deduped_trimmed_screened.fq	data/metagenomes/f778b90abfab149d429d81aa1285e7f3	data/metagenomes/f778b90abfab149d429d81aa1285e7f3/raw_reads	data/metagenomes/f778b90abfab149d429d81aa1285e7f3/raw_reads/raw_fwd_reads.fastq	FALSE	TRUE	Wed Jan 19 14:18:13 2022
LE3.1	2025 Western Lake Erie Microcystis Strain Sequencing	metagenome	ND-104	R_reads	ND-104_R2_deduped_trimmed_screened.fq	rev	f778b90abfab149d429d81aa1285e7f3	import/metagenomes/ND-104_R2_deduped_trimmed_screened.fq	data/metagenomes/f778b90abfab149d429d81aa1285e7f3	data/metagenomes/f778b90abfab149d429d81aa1285e7f3/raw_reads	data/metagenomes/f778b90abfab149d429d81aa1285e7f3/raw_reads/raw_rev_reads.fastq	FALSE	TRUE	Wed Jan 19 14:18:13 2022
ND-105	2026 Western Lake Erie Microcystis Strain Sequencing	metagenome	ND-105	F_reads	ND-105_R1_deduped_trimmed_screened.fq	fwd	044fae385ee77e834c51af591fdc202a	import/metagenomes/ND-105_R1_deduped_trimmed_screened.fq	data/metagenomes/044fae385ee77e834c51af591fdc202a	data/metagenomes/044fae385ee77e834c51af591fdc202a/raw_reads	data/metagenomes/044fae385ee77e834c51af591fdc202a/raw_reads/raw_fwd_reads.fastq	FALSE	TRUE	Wed Jan 19 14:18:13 2022
ND-105	2026 Western Lake Erie Microcystis Strain Sequencing	metagenome	ND-105	R_reads	ND-105_R2_deduped_trimmed_screened.fq	rev	044fae385ee77e834c51af591fdc202a	import/metagenomes/ND-105_R2_deduped_trimmed_screened.fq	data/metagenomes/044fae385ee77e834c51af591fdc202a	data/metagenomes/044fae385ee77e834c51af591fdc202a/raw_reads	data/metagenomes/044fae385ee77e834c51af591fdc202a/raw_reads/raw_rev_reads.fastq	FALSE	TRUE	Wed Jan 19 14:18:13 2022
ND-106	2027 Western Lake Erie Microcystis Strain Sequencing	metagenome	ND-106	F_reads	ND-106_R1_deduped_trimmed_screened.fq	fwd	440be5bc89d92593ccc7fc130c42bbe3	import/metagenomes/ND-106_R1_deduped_trimmed_screened.fq	data/metagenomes/440be5bc89d92593ccc7fc130c42bbe3	data/metagenomes/440be5bc89d92593ccc7fc130c42bbe3/raw_reads	data/metagenomes/440be5bc89d92593ccc7fc130c42bbe3/raw_reads/raw_fwd_reads.fastq	FALSE	TRUE	Wed Jan 19 14:18:13 2022
ND-106	2027 Western Lake Erie Microcystis Strain Sequencing	metagenome	ND-106	R_reads	ND-106_R2_deduped_trimmed_screened.fq	rev	440be5bc89d92593ccc7fc130c42bbe3	import/metagenomes/ND-106_R2_deduped_trimmed_screened.fq	data/metagenomes/440be5bc89d92593ccc7fc130c42bbe3	data/metagenomes/440be5bc89d92593ccc7fc130c42bbe3/raw_reads	data/metagenomes/440be5bc89d92593ccc7fc130c42bbe3/raw_reads/raw_rev_reads.fastq	FALSE	TRUE	Wed Jan 19 14:18:13 2022
ND-107	2028 Western Lake Erie Microcystis Strain Sequencing	metagenome	ND-107	F_reads	ND-107_R1_deduped_trimmed_screened.fq	fwd	4f26fd350ed1474b1e075fdebc958940	import/metagenomes/ND-107_R1_deduped_trimmed_screened.fq	data/metagenomes/4f26fd350ed1474b1e075fdebc958940	data/metagenomes/4f26fd350ed1474b1e075fdebc958940/raw_reads	data/metagenomes/4f26fd350ed1474b1e075fdebc958940/raw_reads/raw_fwd_reads.fastq	FALSE	TRUE	Wed Jan 19 14:18:13 2022
ND-107	2028 Western Lake Erie Microcystis Strain Sequencing	metagenome	ND-107	R_reads	ND-107_R2_deduped_trimmed_screened.fq	rev	4f26fd350ed1474b1e075fdebc958940	import/metagenomes/ND-107_R2_deduped_trimmed_screened.fq	data/metagenomes/4f26fd350ed1474b1e075fdebc958940	data/metagenomes/4f26fd350ed1474b1e075fdebc958940/raw_reads	data/metagenomes/4f26fd350ed1474b1e075fdebc958940/raw_reads/raw_rev_reads.fastq	FALSE	TRUE	Wed Jan 19 14:18:13 2022
ND-108	2029 Western Lake Erie Microcystis Strain Sequencing	metagenome	ND-108	F_reads	ND-108_R1_deduped_trimmed_screened.fq	fwd	f9311957e6750ae91d7bce55432643d6	import/metagenomes/ND-108_R1_deduped_trimmed_screened.fq	data/metagenomes/f9311957e6750ae91d7bce55432643d6	data/metagenomes/f9311957e6750ae91d7bce55432643d6/raw_reads	data/metagenomes/f9311957e6750ae91d7bce55432643d6/raw_reads/raw_fwd_reads.fastq	FALSE	TRUE	Wed Jan 19 14:18:13 2022
ND-108	2029 Western Lake Erie Microcystis Strain Sequencing	metagenome	ND-108	R_reads	ND-108_R2_deduped_trimmed_screened.fq	rev	f9311957e6750ae91d7bce55432643d6	import/metagenomes/ND-108_R2_deduped_trimmed_screened.fq	data/metagenomes/f9311957e6750ae91d7bce55432643d6	data/metagenomes/f9311957e6750ae91d7bce55432643d6/raw_reads	data/metagenomes/f9311957e6750ae91d7bce55432643d6/raw_reads/raw_rev_reads.fastq	FALSE	TRUE	Wed Jan 19 14:18:13 2022
ND-109	2030 Western Lake Erie Microcystis Strain Sequencing	metagenome	ND-109	F_reads	ND-109_R1_deduped_trimmed_screened.fq	fwd	6962bb0de6dcae5a43fd000924dde4fa	import/metagenomes/ND-109_R1_deduped_trimmed_screened.fq	data/metagenomes/6962bb0de6dcae5a43fd000924dde4fa	data/metagenomes/6962bb0de6dcae5a43fd000924dde4fa/raw_reads	data/metagenomes/6962bb0de6dcae5a43fd000924dde4fa/raw_reads/raw_fwd_reads.fastq	FALSE	TRUE	Wed Jan 19 14:18:13 2022
ND-109	2030 Western Lake Erie Microcystis Strain Sequencing	metagenome	ND-109	R_reads	ND-109_R2_deduped_trimmed_screened.fq	rev	6962bb0de6dcae5a43fd000924dde4fa	import/metagenomes/ND-109_R2_deduped_trimmed_screened.fq	data/metagenomes/6962bb0de6dcae5a43fd000924dde4fa	data/metagenomes/6962bb0de6dcae5a43fd000924dde4fa/raw_reads	data/metagenomes/6962bb0de6dcae5a43fd000924dde4fa/raw_reads/raw_rev_reads.fastq	FALSE	TRUE	Wed Jan 19 14:18:13 2022
ND-110	2031 Western Lake Erie Microcystis Strain Sequencing	metagenome	ND-110	F_reads	ND-110_R1_deduped_trimmed_screened.fq	fwd	2323513172085774902882ef6f1d38b2	import/metagenomes/ND-110_R1_deduped_trimmed_screened.fq	data/metagenomes/2323513172085774902882ef6f1d38b2	data/metagenomes/2323513172085774902882ef6f1d38b2/raw_reads	data/metagenomes/2323513172085774902882ef6f1d38b2/raw_reads/raw_fwd_reads.fastq	FALSE	TRUE	Wed Jan 19 14:18:13 2022
